Index,PointerPosX,PointerPosY,PointerPosZ
0,-0.5214622,2.052065,0.689858
1,-0.524601,2.052055,0.6877155
2,-0.5237105,2.053765,0.6889052
3,-0.5321358,2.05306,0.6892056
4,-0.537158,2.053548,0.6933777
5,-0.548311,2.050137,0.7058723
6,-0.5526548,2.049216,0.7064393
7,-0.5543834,2.046175,0.7052855
8,-0.558871,2.045482,0.705199
9,-0.5734681,2.043048,0.7107248
10,-0.5866159,2.040484,0.7086115
11,-0.5944333,2.035953,0.6999671
12,-0.6011453,2.036635,0.6931338
13,-0.6020228,2.038863,0.6928084
14,-0.6107604,2.035225,0.6850791
15,-0.6266145,2.034567,0.6753941
16,-0.6328989,2.033084,0.6744952
17,-0.635487,2.036368,0.6728516
18,-0.6511431,2.031243,0.6735363
19,-0.6581744,2.030797,0.6733122
20,-0.6630201,2.028596,0.672595
21,-0.6685048,2.028097,0.6681738
22,-0.6742483,2.028502,0.6641321
23,-0.6803359,2.029263,0.6644788
24,-0.6885583,2.02403,0.6678464
25,-0.6955142,2.023837,0.670702
26,-0.7063459,2.018961,0.6748662
27,-0.7086104,2.018058,0.6761198
28,-0.7072958,2.016713,0.6752515
29,-0.7104311,2.014792,0.675498
30,-0.714913,2.015749,0.6769092
31,-0.7281801,2.010531,0.6817162
32,-0.7396079,2.008595,0.6885705
33,-0.7524941,2.008504,0.6927691
34,-0.7622951,2.007515,0.6908751
35,-0.7792468,2.005294,0.7019336
36,-0.7966874,2.003461,0.6993597
37,-0.8163934,2.000049,0.7054377
38,-0.834152,1.998827,0.7153795
39,-0.8368051,2.002322,0.7137265
40,-0.8445529,2.007247,0.7098744
41,-0.8483374,2.006602,0.7094235
42,-0.85035,2.006562,0.7092943
43,-0.8482493,2.007102,0.709352
44,-0.8490712,2.006961,0.7093406
45,-0.8559204,2.006538,0.7086999
46,-0.8562102,2.006794,0.7086489
47,-0.8561605,2.007172,0.7086208
48,-0.8600175,2.005364,0.7076354
49,-0.8634301,2.005685,0.7049639
50,-0.8622909,2.005408,0.7061241
