Index,PointerPosX,PointerPosY,PointerPosZ
0,-0.4644556,1.789152,0.7252207
1,-0.4668521,1.836307,0.7113061
2,-0.4675153,1.884958,0.7023027
3,-0.4640396,1.932563,0.7001185
4,-0.4556885,1.978733,0.7067766
5,-0.4488237,2.024128,0.7192078
6,-0.4504136,2.070411,0.7252548
7,-0.4585988,2.115133,0.7123859
8,-0.474292,2.154166,0.699928
9,-0.4946752,2.187789,0.6901426
10,-0.5147978,2.218185,0.6707275
11,-0.5420091,2.239924,0.6547663
12,-0.5792179,2.243128,0.6504564
13,-0.6159537,2.225911,0.6565635
14,-0.6447026,2.194286,0.6669216
15,-0.6623393,2.153554,0.6740642
16,-0.6692103,2.109078,0.6763382
17,-0.6693398,2.064237,0.6768708
18,-0.6638774,2.019111,0.6808572
19,-0.6546835,1.97374,0.689003
20,-0.6472893,1.92743,0.695013
21,-0.6446288,1.877766,0.691885
22,-0.6463252,1.82828,0.6756816
23,-0.6559126,1.785044,0.6716938
24,-0.6742597,1.746687,0.6952872
25,-0.6972312,1.708018,0.7189679
26,-0.7218789,1.668393,0.7359033
27,-0.7450972,1.625834,0.744709
28,-0.7621911,1.58057,0.7484651
29,-0.7690264,1.534109,0.7547445
30,-0.7637352,1.487835,0.7627749
31,-0.7454603,1.445659,0.7682056
32,-0.7178806,1.411077,0.7722943
33,-0.6814969,1.385934,0.7841446
34,-0.638041,1.370942,0.7887359
35,-0.5942748,1.362498,0.7752151
36,-0.5499766,1.359172,0.7588162
37,-0.5059325,1.363944,0.7503703
38,-0.4651241,1.379988,0.7426662
39,-0.4318779,1.406079,0.7256002
40,-0.4077192,1.442054,0.7080243
41,-0.390604,1.483375,0.6930056
42,-0.3812679,1.526627,0.6798301
43,-0.3802834,1.570408,0.669369
44,-0.3850464,1.612267,0.6576209
45,-0.3959857,1.6535,0.6557293
46,-0.4120591,1.690852,0.6704197
47,-0.4312397,1.723578,0.6899476
48,-0.449034,1.746828,0.706033
49,-0.4611211,1.761656,0.7125232
