Index,PointerPosX,PointerPosY,PointerPosZ
0,-1.006183,2.123662,0.7148511
1,-0.9970105,2.092004,0.6884186
2,-0.9912223,2.061966,0.6631987
3,-0.9918546,2.022459,0.6576326
4,-0.9988163,1.982738,0.6657493
5,-1.008002,1.946184,0.6825838
6,-1.016171,1.907014,0.6927514
7,-1.020182,1.86764,0.6960161
8,-1.01813,1.826638,0.7007921
9,-1.009361,1.783475,0.7027738
10,-0.9987463,1.738345,0.703826
11,-0.9922116,1.691631,0.7028279
12,-0.9914603,1.645284,0.7096212
13,-0.9972225,1.601115,0.7271185
14,-1.008792,1.558196,0.7415974
15,-1.021742,1.514856,0.7505121
16,-1.03156,1.469686,0.7598376
17,-1.035295,1.421438,0.7640834
18,-1.030573,1.375637,0.7715197
19,-1.02084,1.340485,0.7832303
20,-1.012499,1.315786,0.7923484
