Index,PointerPosX,PointerPosY,PointerPosZ
0,-0.9667808,2.115016,0.6529791
1,-0.9659377,2.110071,0.6531825
2,-0.9653056,2.106707,0.6527402
3,-0.9650029,2.1032,0.6522117
4,-0.9628282,2.094791,0.6530266
5,-0.9593283,2.086421,0.6540813
6,-0.9570562,2.079108,0.6544981
7,-0.9547756,2.064563,0.6550395
8,-0.951589,2.054441,0.6569207
9,-0.9497441,2.046519,0.6586382
10,-0.9483744,2.03635,0.6600499
11,-0.9474162,2.021188,0.661305
12,-0.9468005,1.997387,0.6678739
13,-0.9462324,1.985041,0.6693797
14,-0.9458898,1.976519,0.6694186
15,-0.9458097,1.968771,0.6732526
16,-0.9457564,1.96459,0.6752632
17,-0.9457862,1.95632,0.67941
18,-0.9459234,1.95245,0.6818395
19,-0.9474117,1.946759,0.683881
20,-0.9502201,1.940609,0.6847594
21,-0.9541119,1.934142,0.68594
22,-0.9567438,1.928117,0.6882677
23,-0.9604477,1.921842,0.6888356
24,-0.9656872,1.91232,0.6902661
25,-0.9708766,1.904393,0.6931791
26,-0.9762069,1.89718,0.6965013
27,-0.9815773,1.8907,0.6954443
28,-0.987135,1.88434,0.6956108
29,-0.9906008,1.87863,0.6979599
30,-0.9942511,1.87515,0.6961646
31,-0.998964,1.870739,0.6915081
32,-1.004441,1.865181,0.6941426
33,-1.007279,1.862357,0.6944125
34,-1.009051,1.860623,0.694025
35,-1.012448,1.857308,0.6927748
36,-1.014504,1.855226,0.693542
37,-1.018187,1.851391,0.6968131
38,-1.02306,1.845961,0.7081642
39,-1.044119,1.830203,0.7207716
40,-1.050941,1.823321,0.7217314
41,-1.057192,1.816889,0.7252297
42,-1.065325,1.812386,0.7283006
43,-1.073214,1.8051,0.7303061
44,-1.07989,1.798624,0.7346954
45,-1.088271,1.794181,0.7381606
46,-1.092886,1.790213,0.7391226
47,-1.098193,1.785352,0.7410526
48,-1.103118,1.782117,0.7446637
49,-1.108725,1.777922,0.7465224
50,-1.114658,1.773124,0.746248
51,-1.117715,1.770617,0.7467933
52,-1.122123,1.76674,0.7471037
53,-1.126727,1.764036,0.7462971
54,-1.129934,1.760784,0.7456419
55,-1.136936,1.755628,0.744189
56,-1.143489,1.750342,0.742893
57,-1.149785,1.744914,0.7420263
58,-1.158751,1.738593,0.7425594
59,-1.167015,1.730208,0.7395151
60,-1.172931,1.725835,0.7396955
61,-1.179895,1.718308,0.737303
62,-1.188021,1.713446,0.7391336
63,-1.195132,1.708495,0.7394533
64,-1.199327,1.704036,0.7388587
65,-1.204425,1.698826,0.7371101
66,-1.207104,1.69606,0.7364812
67,-1.213628,1.691205,0.7361252
68,-1.217667,1.686715,0.7345452
69,-1.219888,1.684198,0.7342997
70,-1.221781,1.68075,0.7343118
71,-1.225154,1.675992,0.7334471
72,-1.227056,1.673288,0.7330661
73,-1.228844,1.669607,0.7312865
74,-1.230576,1.662374,0.7309647
75,-1.233468,1.655554,0.7313216
76,-1.237129,1.648972,0.7334352
77,-1.241564,1.642508,0.7341371
78,-1.244178,1.636881,0.7368355
79,-1.245919,1.631437,0.7396784
80,-1.249148,1.62543,0.7395217
81,-1.25077,1.622242,0.7407253
82,-1.252115,1.618199,0.7422032
83,-1.252982,1.61571,0.7426004
84,-1.253897,1.609526,0.7447221
85,-1.255637,1.603564,0.7525773
86,-1.256439,1.600432,0.7581618
87,-1.256953,1.598449,0.7616475
88,-1.257216,1.595398,0.7677693
89,-1.25755,1.591335,0.7720888
90,-1.25806,1.586479,0.773103
91,-1.258414,1.581266,0.7743397
92,-1.258449,1.575977,0.7777317
93,-1.258531,1.570503,0.7796731
94,-1.258827,1.564772,0.7786727
95,-1.25979,1.555447,0.7705336
96,-1.261479,1.545201,0.7752752
97,-1.261919,1.534927,0.7852347
98,-1.262467,1.527305,0.7875819
99,-1.26281,1.517633,0.7902007
100,-1.262885,1.507116,0.7936397
101,-1.26264,1.496444,0.7988687
102,-1.262169,1.489207,0.8051534
103,-1.262034,1.479576,0.8076763
104,-1.260497,1.471881,0.8065171
105,-1.259138,1.462306,0.8073812
106,-1.258125,1.451817,0.8087332
107,-1.257314,1.444541,0.8120151
108,-1.255152,1.437976,0.8139236
109,-1.253243,1.429237,0.8173127
110,-1.252095,1.422403,0.8194757
111,-1.249607,1.416096,0.8215685
112,-1.245304,1.407337,0.826344
113,-1.243232,1.400186,0.8251529
114,-1.2414,1.387158,0.8235152
115,-1.238321,1.378936,0.8257942
116,-1.236397,1.372532,0.8280883
117,-1.234688,1.363962,0.8317559
118,-1.231251,1.354146,0.836755
119,-1.229867,1.349531,0.8373396
120,-1.228502,1.341846,0.8386221
121,-1.227513,1.335634,0.8408885
122,-1.227178,1.331912,0.839808
123,-1.226969,1.324255,0.8367887
124,-1.227123,1.319685,0.8320713
125,-1.227154,1.316939,0.829874
126,-1.227165,1.313047,0.8279159
127,-1.227114,1.310692,0.8273633
128,-1.227106,1.308994,0.826654
129,-1.227101,1.307725,0.8261101
130,-1.227089,1.306771,0.8257949
131,-1.227073,1.306023,0.825609
132,-1.227075,1.305374,0.8252864
133,-1.227036,1.304926,0.8255029
134,-1.227003,1.304552,0.8256831
135,-1.226975,1.304225,0.8258407
136,-1.22695,1.303944,0.8259759
137,-1.226929,1.3037,0.8260937
138,-1.226909,1.303479,0.8262002
139,-1.226893,1.303289,0.8262918
140,-1.226877,1.303114,0.826376
141,-1.226864,1.302955,0.826453
142,-1.226851,1.302818,0.826525
143,-1.226836,1.302697,0.8266287
144,-1.226823,1.302583,0.8267279
145,-1.226811,1.302482,0.8268075
146,-1.2268,1.302388,0.8268812
147,-1.226789,1.302301,0.8269491
148,-1.226781,1.302222,0.8270116
149,-1.226771,1.302142,0.8270736
150,-1.226763,1.30207,0.8271306
151,-1.225783,1.299888,0.8283062
152,-1.225145,1.298954,0.8286483
