Index,PointerPosX,PointerPosY,PointerPosZ
0,-1.024402,2.250567,0.6000423
1,-1.024468,2.247875,0.6017523
2,-1.024478,2.245513,0.60342
3,-1.024596,2.244246,0.6042936
4,-1.024801,2.241771,0.6059701
5,-1.024943,2.237097,0.6096737
6,-1.025005,2.231005,0.6148415
7,-1.025152,2.222604,0.6294951
8,-1.025397,2.211409,0.6564908
9,-1.024128,2.204428,0.6625454
10,-1.023341,2.199934,0.6669621
11,-1.022704,2.18941,0.6867175
12,-1.022164,2.183593,0.6874814
13,-1.021686,2.177954,0.6870217
14,-1.021423,2.174356,0.6881986
15,-1.021179,2.166943,0.6936023
16,-1.019715,2.1599,0.6993146
17,-1.018909,2.155225,0.70575
18,-1.018232,2.150095,0.7115233
19,-1.017506,2.142967,0.7135425
20,-1.017104,2.1391,0.7143922
21,-1.016854,2.136537,0.7154012
22,-1.016564,2.130654,0.7181265
23,-1.016369,2.124891,0.7213984
24,-1.016363,2.119809,0.7244861
25,-1.016199,2.114019,0.7264812
26,-1.016026,2.103312,0.7280045
27,-1.015885,2.099129,0.7240882
28,-1.015775,2.094797,0.720943
29,-1.015718,2.092102,0.7197127
30,-1.014587,2.088651,0.7176807
31,-1.013646,2.084983,0.7145476
32,-1.013066,2.082722,0.7126102
33,-1.012664,2.081221,0.7110095
34,-1.012229,2.078931,0.7082233
35,-1.011826,2.075825,0.7055249
36,-1.011566,2.073832,0.7037559
37,-1.010229,2.07118,0.6991498
38,-1.009383,2.069326,0.6971521
39,-1.008326,2.064957,0.6927483
40,-1.007704,2.062378,0.6901784
41,-1.007132,2.059167,0.6869564
42,-1.006765,2.057122,0.6848419
43,-1.006513,2.055667,0.6835897
44,-1.00616,2.051348,0.681675
45,-1.005956,2.048632,0.6811473
46,-1.005777,2.045041,0.6811423
47,-1.005653,2.042812,0.6805873
48,-1.005436,2.038107,0.6762915
49,-1.005274,2.033404,0.6730337
50,-1.005178,2.030627,0.6711028
51,-1.00512,2.028719,0.670188
52,-1.004941,2.019142,0.6642365
53,-1.005082,2.010477,0.6745875
54,-1.005169,2.005808,0.6807406
55,-1.005148,2.003409,0.6803398
56,-1.005159,1.999899,0.6817136
57,-1.005141,1.995965,0.6813512
58,-1.005107,1.991737,0.6799889
59,-1.005084,1.98916,0.679045
60,-1.005097,1.987197,0.6799841
61,-1.005111,1.982244,0.6810768
62,-1.006115,1.978965,0.6832402
63,-1.006766,1.976889,0.6839955
64,-1.007416,1.973855,0.6848657
65,-1.007989,1.970161,0.6851258
66,-1.00837,1.967698,0.6862144
67,-1.008741,1.964311,0.6875463
68,-1.009072,1.960248,0.6890469
69,-1.010526,1.955574,0.6906166
70,-1.011388,1.952848,0.6907322
