Index,PointerPosX,PointerPosY,PointerPosZ
0,-1.010991,1.984035,0.6905637
1,-1.010957,1.97841,0.6924384
2,-1.010957,1.973093,0.6932325
3,-1.011268,1.964003,0.6924553
4,-1.009238,1.936469,0.6882894
5,-1.007914,1.913607,0.6823316
6,-1.007172,1.895629,0.6819029
7,-1.006796,1.879589,0.682065
8,-1.005097,1.869482,0.689914
9,-1.003959,1.858908,0.6979599
10,-1.003059,1.845121,0.704015
11,-1.002436,1.833854,0.7027726
12,-1.001982,1.820006,0.7024028
13,-1.001602,1.801767,0.7001657
14,-1.001447,1.7923,0.7000742
15,-1.00135,1.775922,0.7017193
16,-1.001293,1.76682,0.7028589
17,-1.002921,1.757021,0.7066584
18,-1.003686,1.75224,0.708138
19,-1.00618,1.742028,0.7093453
20,-1.01123,1.713595,0.7072041
21,-1.012951,1.699807,0.7042532
22,-1.014081,1.688702,0.7142043
23,-1.01663,1.674975,0.7118759
24,-1.017797,1.669876,0.7131884
25,-1.02028,1.661415,0.7162757
26,-1.021725,1.654897,0.7140813
27,-1.02286,1.646629,0.7099619
28,-1.023448,1.642434,0.7088497
29,-1.023916,1.637941,0.7076349
30,-1.0242,1.635184,0.7066903
31,-1.025851,1.62937,0.7070131
32,-1.027975,1.625815,0.7083721
33,-1.029644,1.621941,0.7099445
34,-1.031244,1.615648,0.7137666
35,-1.032406,1.610744,0.7302909
36,-1.034486,1.605435,0.7335098
37,-1.035932,1.600377,0.7331352
38,-1.03912,1.590127,0.7337375
39,-1.040877,1.583518,0.74121
40,-1.04381,1.575204,0.7466812
41,-1.054238,1.551559,0.7495444
42,-1.0623,1.538544,0.7552462
43,-1.068964,1.524734,0.7528434
44,-1.076486,1.513178,0.7521417
45,-1.08057,1.503524,0.7503648
46,-1.090673,1.486388,0.7489011
47,-1.097125,1.474957,0.7493033
48,-1.102054,1.467408,0.7494411
49,-1.106629,1.461107,0.7486613
50,-1.109406,1.456138,0.7497663
51,-1.114638,1.450472,0.7503657
52,-1.119954,1.443847,0.7576647
53,-1.125223,1.436156,0.7640002
54,-1.129691,1.430552,0.7713501
55,-1.132045,1.427402,0.772531
56,-1.133773,1.424211,0.7758932
57,-1.136004,1.421939,0.778616
58,-1.137786,1.41913,0.7809937
59,-1.140106,1.417017,0.7828937
60,-1.141846,1.414727,0.7874465
61,-1.144584,1.411483,0.7916434
62,-1.146237,1.409467,0.7933676
63,-1.148911,1.406529,0.7962036
64,-1.150967,1.403109,0.7971835
65,-1.153905,1.399034,0.798388
66,-1.156063,1.394805,0.7978256
67,-1.159189,1.389728,0.7946498
68,-1.160876,1.387109,0.7947545
69,-1.162625,1.381968,0.7949209
70,-1.16399,1.375151,0.797287
71,-1.165051,1.366982,0.7983685
72,-1.166976,1.360778,0.8006759
73,-1.168424,1.353189,0.8029349
74,-1.169349,1.347154,0.8036463
75,-1.170493,1.338223,0.7971482
76,-1.171311,1.331055,0.7912846
77,-1.171626,1.325651,0.7916052
78,-1.171736,1.316082,0.7954524
79,-1.17164,1.297688,0.8021643
80,-1.16962,1.282921,0.8060472
81,-1.168732,1.274815,0.8075523
82,-1.168169,1.268731,0.8089554
83,-1.167799,1.26336,0.8097148
84,-1.167605,1.260255,0.8098545
85,-1.167252,1.254966,0.8126338
86,-1.167085,1.251915,0.8136501
87,-1.166887,1.248478,0.8155155
88,-1.166629,1.244988,0.8187795
89,-1.166489,1.242791,0.8204563
90,-1.166333,1.239902,0.822494
91,-1.166227,1.238066,0.8239148
92,-1.166069,1.235565,0.8262722
93,-1.165989,1.233828,0.8273973
94,-1.165923,1.232629,0.828357
95,-1.165804,1.230659,0.8302464
96,-1.165723,1.229307,0.8315542
97,-1.16555,1.227371,0.8344998
98,-1.165436,1.226046,0.8364489
99,-1.164493,1.227162,0.8534238
100,-1.164388,1.225778,0.8552444
101,-1.164299,1.223415,0.8567719
102,-1.164277,1.221672,0.8570926
103,-1.164258,1.220427,0.8574033
104,-1.164242,1.219496,0.8576617
105,-1.164231,1.21875,0.8578281
106,-1.164212,1.218196,0.8581574
107,-1.164189,1.217763,0.858552
108,-1.16417,1.217399,0.8588843
109,-1.164155,1.217083,0.8591471
110,-1.164143,1.216809,0.8593421
111,-1.164133,1.216563,0.8595164
112,-1.164124,1.216353,0.8596659
113,-1.164117,1.216163,0.8598006
114,-1.16411,1.215995,0.8599203
115,-1.164104,1.215847,0.8600254
116,-1.164098,1.215707,0.8601248
117,-1.164093,1.21558,0.8602109
118,-1.164094,1.215615,0.8601897
119,-1.164236,1.215496,0.8603091
120,-1.170095,1.219456,0.8666663
