Index,PointerPosX,PointerPosY,PointerPosZ
0,-0.4388925,1.704818,0.674952
1,-0.4661752,1.741812,0.68507
2,-0.4827931,1.782792,0.693891
3,-0.4826339,1.82692,0.6969752
4,-0.467919,1.869996,0.6999011
5,-0.4452779,1.912041,0.7038059
6,-0.42189,1.954265,0.7073662
7,-0.4017776,1.999144,0.7059059
8,-0.3842727,2.045496,0.6968646
9,-0.374345,2.092221,0.6893172
10,-0.3778697,2.13867,0.6883535
11,-0.396299,2.18218,0.68486
12,-0.4251334,2.21866,0.6762938
13,-0.4599431,2.246343,0.6629295
14,-0.4997939,2.265453,0.6494665
15,-0.542446,2.276256,0.6394823
16,-0.5867868,2.280111,0.6251986
17,-0.6373008,2.271968,0.6250587
18,-0.6841043,2.252258,0.6408191
19,-0.726301,2.223284,0.6673398
20,-0.7617493,2.189946,0.6886814
21,-0.7881782,2.151091,0.7034934
22,-0.8000143,2.106967,0.710258
23,-0.795559,2.061192,0.7097027
24,-0.7789165,2.018151,0.7007043
25,-0.7611425,1.977312,0.6874495
26,-0.751621,1.933577,0.681818
27,-0.7559563,1.887432,0.6872044
28,-0.7709391,1.841449,0.7009375
29,-0.7896237,1.79642,0.7156193
30,-0.8111405,1.751293,0.727978
31,-0.8344702,1.708018,0.7387471
32,-0.8577018,1.664722,0.7461345
33,-0.8770362,1.617391,0.7553887
34,-0.888675,1.563102,0.7647789
35,-0.892102,1.508212,0.7786937
36,-0.8880616,1.45343,0.7921526
37,-0.8791534,1.402886,0.8024518
38,-0.8663056,1.356692,0.810307
39,-0.8470742,1.318531,0.8215313
40,-0.8184847,1.293588,0.8426108
41,-0.7751973,1.27976,0.8604944
42,-0.7212048,1.274038,0.8680859
43,-0.6634744,1.273421,0.86763
44,-0.6080035,1.277351,0.8666754
45,-0.5577945,1.286626,0.8644834
46,-0.510717,1.30109,0.8513384
47,-0.4660232,1.324852,0.8316226
48,-0.4279047,1.355771,0.8103495
49,-0.3974625,1.387902,0.780869
50,-0.3746505,1.419267,0.74612
51,-0.358742,1.453767,0.7110631
52,-0.3504415,1.494149,0.6848488
53,-0.3508515,1.538545,0.6720989
54,-0.3585492,1.581851,0.6652186
55,-0.3728145,1.624298,0.6550725
56,-0.3959236,1.661735,0.6554441
57,-0.4207304,1.690375,0.6678925
58,-0.4415104,1.712548,0.6824937
