Index,PointerPosX,PointerPosY,PointerPosZ
0,-0.4125209,1.690185,0.6686115
1,-0.4284123,1.728387,0.6927817
2,-0.442185,1.768367,0.713474
3,-0.4490036,1.815932,0.7184565
4,-0.4495587,1.867946,0.7122197
5,-0.4485384,1.92314,0.7057424
6,-0.4494934,1.977061,0.708708
7,-0.4522218,2.029228,0.7184329
8,-0.4536872,2.081194,0.7194281
9,-0.4552586,2.130519,0.7072098
10,-0.4637401,2.178926,0.6957731
11,-0.480703,2.224709,0.6743202
12,-0.5179332,2.261656,0.6435452
13,-0.5827416,2.281728,0.6269436
14,-0.6494582,2.285545,0.631196
15,-0.7034912,2.279052,0.6454592
16,-0.7411612,2.260818,0.6661308
17,-0.7611157,2.225051,0.6862123
18,-0.766793,2.17598,0.7006838
19,-0.7590353,2.123641,0.7091737
20,-0.7385309,2.072738,0.7028744
21,-0.7136401,2.025448,0.6915855
22,-0.6894503,1.975749,0.6919558
23,-0.670411,1.924748,0.6979969
24,-0.658083,1.874306,0.6916823
25,-0.6558676,1.828743,0.6743405
26,-0.6669606,1.791167,0.6687393
27,-0.6898963,1.759123,0.6882739
28,-0.7213593,1.72491,0.711081
29,-0.7548488,1.689374,0.7276688
30,-0.7897069,1.651292,0.7392066
31,-0.8253991,1.612456,0.7530763
32,-0.8583223,1.571955,0.763463
33,-0.8835042,1.527436,0.7719281
34,-0.9011701,1.477749,0.7805271
35,-0.9119452,1.427971,0.785728
36,-0.9118689,1.382169,0.7914169
37,-0.8965514,1.338453,0.806962
38,-0.8655473,1.300384,0.8300691
39,-0.825938,1.272873,0.8610725
40,-0.7833192,1.254206,0.8907893
41,-0.7415898,1.243503,0.91729
42,-0.7040374,1.238437,0.9401665
43,-0.6762515,1.238903,0.9625099
44,-0.6568745,1.241732,0.97961
45,-0.6337516,1.241649,0.9745953
46,-0.6099074,1.244823,0.9746218
47,-0.5758101,1.248334,0.9603114
48,-0.5346143,1.256939,0.9439411
49,-0.4944761,1.271901,0.9190016
50,-0.4598059,1.293139,0.8859091
51,-0.4326581,1.320856,0.8484266
52,-0.413947,1.354788,0.8114567
53,-0.4009686,1.389506,0.7727098
54,-0.3944815,1.42352,0.7348349
55,-0.398178,1.464651,0.7092869
56,-0.4111658,1.511403,0.6967545
57,-0.4270879,1.558014,0.6842437
58,-0.4367001,1.601997,0.6644239
59,-0.4375741,1.642135,0.6519756
60,-0.433319,1.673178,0.6559134
61,-0.4289866,1.693243,0.6644843
