Index,PointerPosX,PointerPosY,PointerPosZ
0,-0.9989731,2.179036,0.6439388
1,-0.9999008,2.137448,0.6769772
2,-1.002294,2.097203,0.6926222
3,-1.009303,2.057158,0.6942163
4,-1.023028,2.01945,0.7058442
5,-1.042431,1.984798,0.7238879
6,-1.065224,1.948209,0.7390707
7,-1.088638,1.909475,0.7538493
8,-1.113703,1.869628,0.7621279
9,-1.141973,1.832699,0.7652223
10,-1.173385,1.796847,0.7674985
11,-1.205504,1.759038,0.7638817
12,-1.237051,1.721602,0.7581167
13,-1.26339,1.683793,0.7562566
14,-1.27872,1.645456,0.7647905
15,-1.286164,1.607749,0.781976
16,-1.288895,1.564109,0.7937531
17,-1.285049,1.519758,0.8049083
18,-1.27213,1.475888,0.8128433
19,-1.25235,1.432995,0.8187253
20,-1.236566,1.391978,0.8270416
21,-1.237104,1.351801,0.8384557
22,-1.253876,1.315972,0.8559828
23,-1.274477,1.286384,0.8843358
24,-1.295003,1.261555,0.921021
25,-1.317376,1.235484,0.9525142
26,-1.337526,1.213598,0.9817352
27,-1.352572,1.198542,1.010872
